GUT_GENOME133538.HUMAN	2369	1984	1113	HUMAN	GUT_GENOME133538	g__Clostridium_Q	genus__Clostridium_Q	genus	Clostridium_Q	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__
GUT_GENOME134382.HUMAN	2274	1819	1039	HUMAN	GUT_GENOME110464	g__SFTJ01	genus__SFTJ01	genus	SFTJ01	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__SFTJ01;s__
GUT_GENOME134977.HUMAN	1738	1420	799	HUMAN	GUT_GENOME134977	f__Bacteroidaceae	family__Bacteroidaceae	family	Bacteroidaceae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__
GUT_GENOME134988.HUMAN	1975	1620	912	HUMAN	GUT_GENOME134988	g__CAG-831	genus__CAG-831	genus	CAG-831	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__
GUT_GENOME135557.HUMAN	1099	804	488	HUMAN	GUT_GENOME135557	g__UMGS1217	genus__UMGS1217	genus	UMGS1217	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__UMGS1217;s__
GUT_GENOME136911.HUMAN	1309	1000	572	HUMAN	GUT_GENOME136911	g__CAG-1435	genus__CAG-1435	genus	CAG-1435	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-314;g__CAG-1435;s__
GUT_GENOME137467.HUMAN	1676	1459	872	HUMAN	GUT_GENOME137467	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME137680.HUMAN	2326	1946	1154	HUMAN	GUT_GENOME137650	g__Alistipes	genus__Alistipes	genus	Alistipes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__
GUT_GENOME138139.HUMAN	2908	2329	1272	HUMAN	GUT_GENOME138139	g__CAG-462	genus__CAG-462	genus	CAG-462	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CAG-462;s__
GUT_GENOME138467.HUMAN	2917	2487	1370	HUMAN	GUT_GENOME138467	g__Blautia	genus__Blautia	genus	Blautia	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__
GUT_GENOME138767.HUMAN	3072	2678	1431	HUMAN	GUT_GENOME138767	g__Blautia	genus__Blautia	genus	Blautia	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__
GUT_GENOME138783.HUMAN	2443	2105	1207	HUMAN	GUT_GENOME138783	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
GUT_GENOME139388.HUMAN	2714	2164	1178	HUMAN	GUT_GENOME139388	g__Oscillibacter	genus__Oscillibacter	genus	Oscillibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__
GUT_GENOME139744.HUMAN	2757	2306	1248	HUMAN	GUT_GENOME139744	g__Acetatifactor	genus__Acetatifactor	genus	Acetatifactor	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__
GUT_GENOME139860.HUMAN	2356	2001	1099	HUMAN	GUT_GENOME139860	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
GUT_GENOME148915.HUMAN	1754	1518	904	HUMAN	GUT_GENOME148915	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME149380.HUMAN	5515	4281	2259	HUMAN	GUT_GENOME149380	g__Phocaeicola	genus__Phocaeicola	genus	Phocaeicola	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__
GUT_GENOME149574.HUMAN	2099	1789	981	HUMAN	GUT_GENOME149574	g__CAG-831	genus__CAG-831	genus	CAG-831	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__
GUT_GENOME151778.HUMAN	1662	1503	987	HUMAN	GUT_GENOME151778	g__Ligilactobacillus	genus__Ligilactobacillus	genus	Ligilactobacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__
GUT_GENOME152519.HUMAN	4289	3486	1872	HUMAN	GUT_GENOME152519	g__Parabacteroides	genus__Parabacteroides	genus	Parabacteroides	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__
GUT_GENOME152588.HUMAN	2160	1864	1100	HUMAN	GUT_GENOME152588	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
GUT_GENOME152604.HUMAN	1094	824	510	HUMAN	GUT_GENOME152604	g__CAG-594	genus__CAG-594	genus	CAG-594	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-594;s__
GUT_GENOME152800.HUMAN	1792	1552	1037	HUMAN	GUT_GENOME152800	g__CAG-521	genus__CAG-521	genus	CAG-521	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAG-521;s__
GUT_GENOME152999.HUMAN	2871	2359	1319	HUMAN	GUT_GENOME152999	g__Alistipes	genus__Alistipes	genus	Alistipes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__
GUT_GENOME153042.HUMAN	2271	1960	1233	HUMAN	GUT_GENOME153042	g__Streptococcus	genus__Streptococcus	genus	Streptococcus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
GUT_GENOME153230.HUMAN	2323	2019	1182	HUMAN	GUT_GENOME153230	g__Schaedlerella	genus__Schaedlerella	genus	Schaedlerella	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__
GUT_GENOME153272.HUMAN	2188	1803	1087	HUMAN	GUT_GENOME153272	g__Eubacterium_T	genus__Eubacterium_T	genus	Eubacterium_T	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_T;s__
GUT_GENOME153913.HUMAN	2044	1683	931	HUMAN	GUT_GENOME153913	g__CAG-873	genus__CAG-873	genus	CAG-873	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__
GUT_GENOME154740.HUMAN	2394	1973	1168	HUMAN	GUT_GENOME100127	g__Faecalibacterium	genus__Faecalibacterium	genus	Faecalibacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__
GUT_GENOME155041.HUMAN	2380	1862	1034	HUMAN	GUT_GENOME155041	g__Prevotella	genus__Prevotella	genus	Prevotella	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__
GUT_GENOME155703.HUMAN	2415	2015	1185	HUMAN	GUT_GENOME155703	g__Anaerotignum	genus__Anaerotignum	genus	Anaerotignum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__
GUT_GENOME155718.HUMAN	2008	1755	1051	HUMAN	GUT_GENOME155718	g__UMGS1670	genus__UMGS1670	genus	UMGS1670	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__UMGS1670;s__
GUT_GENOME155726.HUMAN	2392	2083	1196	HUMAN	GUT_GENOME155726	g__CAG-81	genus__CAG-81	genus	CAG-81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__
GUT_GENOME155913.HUMAN	2829	2437	1714	HUMAN	GUT_GENOME035932	g__Haemophilus_D	genus__Haemophilus_D	genus	Haemophilus_D	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__
GUT_GENOME156655.HUMAN	1665	1440	980	HUMAN	GUT_GENOME156655	g__Veillonella	genus__Veillonella	genus	Veillonella	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__
GUT_GENOME157129.HUMAN	1101	857	564	HUMAN	GUT_GENOME157129	o__RF32	order__RF32	order	RF32	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__;s__
GUT_GENOME157191.HUMAN	2033	1754	1060	HUMAN	GUT_GENOME157191	g__Faecalibacterium	genus__Faecalibacterium	genus	Faecalibacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__
GUT_GENOME157273.HUMAN	2669	2209	1209	HUMAN	GUT_GENOME157273	g__CAG-95	genus__CAG-95	genus	CAG-95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__
GUT_GENOME157873.HUMAN	1862	1597	959	HUMAN	GUT_GENOME157873	g__Alistipes	genus__Alistipes	genus	Alistipes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__
GUT_GENOME158068.HUMAN	2865	2285	1182	HUMAN	GUT_GENOME158068	g__Oscillibacter	genus__Oscillibacter	genus	Oscillibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__
GUT_GENOME158229.HUMAN	2558	2159	1100	HUMAN	GUT_GENOME158229	o__UMGS1840	order__UMGS1840	order	UMGS1840	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1840;f__;g__;s__
GUT_GENOME158324.HUMAN	1397	1213	740	HUMAN	GUT_GENOME158324	g__QAMH01	genus__QAMH01	genus	QAMH01	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__
GUT_GENOME158398.HUMAN	2584	2061	1280	HUMAN	GUT_GENOME158398	g__Desulfovibrio	genus__Desulfovibrio	genus	Desulfovibrio	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__
GUT_GENOME158521.HUMAN	3955	2880	1451	HUMAN	GUT_GENOME087884	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME158523.HUMAN	2852	2344	1274	HUMAN	GUT_GENOME158523	g__Oscillibacter	genus__Oscillibacter	genus	Oscillibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__
GUT_GENOME158618.HUMAN	1740	1475	866	HUMAN	GUT_GENOME158618	f__UBA644	family__UBA644	family	UBA644	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__;s__
GUT_GENOME158620.HUMAN	2212	1892	1049	HUMAN	GUT_GENOME158620	f__Oscillospiraceae	family__Oscillospiraceae	family	Oscillospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__
GUT_GENOME158621.HUMAN	3321	2359	1209	HUMAN	GUT_GENOME009989	g__UMGS1623	genus__UMGS1623	genus	UMGS1623	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1623;s__
GUT_GENOME158638.HUMAN	2931	2527	1257	HUMAN	GUT_GENOME158638	f__CAG-74	family__CAG-74	family	CAG-74	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__;s__
GUT_GENOME158646.HUMAN	2300	1897	1041	HUMAN	GUT_GENOME158646	f__Acutalibacteraceae	family__Acutalibacteraceae	family	Acutalibacteraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__
GUT_GENOME158649.HUMAN	2248	1814	1208	HUMAN	GUT_GENOME158649	g__Oxalobacter	genus__Oxalobacter	genus	Oxalobacter	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__
GUT_GENOME158752.HUMAN	2494	2102	1227	HUMAN	GUT_GENOME158752	g__Oscillibacter	genus__Oscillibacter	genus	Oscillibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__
GUT_GENOME158781.HUMAN	2862	2292	1198	HUMAN	GUT_GENOME158781	g__UMGS856	genus__UMGS856	genus	UMGS856	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS856;s__
GUT_GENOME159026.HUMAN	2104	1803	941	HUMAN	GUT_GENOME159026	g__Adlercreutzia	genus__Adlercreutzia	genus	Adlercreutzia	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__
GUT_GENOME159031.HUMAN	2133	1823	1029	HUMAN	GUT_GENOME159031	g__UBA4716	genus__UBA4716	genus	UBA4716	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__UBA4716;s__
GUT_GENOME159365.HUMAN	2053	1751	1032	HUMAN	GUT_GENOME159365	g__UBA1777	genus__UBA1777	genus	UBA1777	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__
GUT_GENOME159493.HUMAN	2553	2076	1130	HUMAN	GUT_GENOME159493	g__CAG-873	genus__CAG-873	genus	CAG-873	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__
GUT_GENOME159708.HUMAN	2490	2111	1163	HUMAN	GUT_GENOME159708	f__Oscillospiraceae	family__Oscillospiraceae	family	Oscillospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__
GUT_GENOME161213.HUMAN	1709	1414	861	HUMAN	GUT_GENOME161213	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME161370.HUMAN	3240	2759	1441	HUMAN	GUT_GENOME161370	g__Blautia	genus__Blautia	genus	Blautia	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__
GUT_GENOME161955.HUMAN	1711	1463	884	HUMAN	GUT_GENOME161955	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME162087.HUMAN	1651	1422	864	HUMAN	GUT_GENOME162087	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME163027.HUMAN	4093	3452	1762	HUMAN	GUT_GENOME152688	g__Blautia	genus__Blautia	genus	Blautia	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__
GUT_GENOME164213.HUMAN	2252	1925	1142	HUMAN	GUT_GENOME164213	g__Catenibacterium	genus__Catenibacterium	genus	Catenibacterium	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__
GUT_GENOME164229.HUMAN	1545	1333	798	HUMAN	GUT_GENOME164229	g__Eubacterium_R	genus__Eubacterium_R	genus	Eubacterium_R	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__
GUT_GENOME181010.HUMAN	2416	2011	1152	HUMAN	GUT_GENOME181010	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME197982.HUMAN	1665	1479	898	HUMAN	GUT_GENOME197982	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME200540.HUMAN	1552	1352	813	HUMAN	GUT_GENOME200540	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME212961.HUMAN	2541	1950	1064	HUMAN	GUT_GENOME212961	g__Paramuribaculum	genus__Paramuribaculum	genus	Paramuribaculum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__
GUT_GENOME212964.HUMAN	1937	1619	922	HUMAN	GUT_GENOME212964	f__Muribaculaceae	family__Muribaculaceae	family	Muribaculaceae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__
GUT_GENOME213124.HUMAN	2241	1824	1015	HUMAN	GUT_GENOME213124	f__Muribaculaceae	family__Muribaculaceae	family	Muribaculaceae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__
GUT_GENOME213244.HUMAN	2892	2022	1045	HUMAN	GUT_GENOME100433	g__CAG-312	genus__CAG-312	genus	CAG-312	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__
GUT_GENOME213305.HUMAN	3856	2807	1595	HUMAN	GUT_GENOME213305	g__Oxalobacter	genus__Oxalobacter	genus	Oxalobacter	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__
GUT_GENOME213415.HUMAN	1626	1448	870	HUMAN	GUT_GENOME213415	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME213516.HUMAN	1597	1402	848	HUMAN	GUT_GENOME213516	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME214037.HUMAN	2243	1907	1073	HUMAN	GUT_GENOME214037	g__1XD42-69	genus__1XD42-69	genus	1XD42-69	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD42-69;s__
GUT_GENOME214069.HUMAN	1717	1393	817	HUMAN	GUT_GENOME214069	g__UBA10677	genus__UBA10677	genus	UBA10677	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UBA10677;s__
GUT_GENOME214864.HUMAN	1729	1481	838	HUMAN	GUT_GENOME214864	f__QAKW01	family__QAKW01	family	QAKW01	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__QAKW01;g__;s__
GUT_GENOME215006.HUMAN	1385	946	510	HUMAN	GUT_GENOME215006	g__CAG-582	genus__CAG-582	genus	CAG-582	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-582;s__
GUT_GENOME215200.HUMAN	1775	1534	933	HUMAN	GUT_GENOME215200	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME215875.HUMAN	3477	2896	1474	HUMAN	GUT_GENOME215875	g__Pseudoflavonifractor	genus__Pseudoflavonifractor	genus	Pseudoflavonifractor	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__
GUT_GENOME215898.HUMAN	1701	1438	858	HUMAN	GUT_GENOME215898	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME216297.HUMAN	2519	2050	1091	HUMAN	GUT_GENOME216297	g__UMGS1397	genus__UMGS1397	genus	UMGS1397	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1397;s__
GUT_GENOME216778.HUMAN	2162	1785	976	HUMAN	GUT_GENOME216778	g__Coprococcus	genus__Coprococcus	genus	Coprococcus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__
GUT_GENOME216940.HUMAN	3085	2590	1418	HUMAN	GUT_GENOME216940	g__Butyricimonas	genus__Butyricimonas	genus	Butyricimonas	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__
GUT_GENOME217508.HUMAN	2015	1557	887	HUMAN	GUT_GENOME217508	g__UMGS1004	genus__UMGS1004	genus	UMGS1004	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS1004;s__
GUT_GENOME217902.HUMAN	1960	1666	974	HUMAN	GUT_GENOME217902	o__DTUO25	order__DTUO25	order	DTUO25	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__;g__;s__
GUT_GENOME218039.HUMAN	1715	1466	857	HUMAN	GUT_GENOME218039	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME218153.HUMAN	2817	2247	1219	HUMAN	GUT_GENOME217982	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME218730.HUMAN	1665	1497	892	HUMAN	GUT_GENOME218730	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME218782.HUMAN	1655	1457	871	HUMAN	GUT_GENOME218782	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME218819.HUMAN	1633	1462	890	HUMAN	GUT_GENOME218819	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME218838.HUMAN	3026	2331	1231	HUMAN	GUT_GENOME218838	g__Duncaniella	genus__Duncaniella	genus	Duncaniella	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__
GUT_GENOME219382.HUMAN	1427	994	606	HUMAN	GUT_GENOME219382	g__51-20	genus__51-20	genus	51-20	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20;s__
GUT_GENOME219554.HUMAN	3892	2450	1307	HUMAN	GUT_GENOME000608	g__Alistipes	genus__Alistipes	genus	Alistipes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__
GUT_GENOME220728.HUMAN	1656	1266	676	HUMAN	GUT_GENOME011293	g__UBA7642	genus__UBA7642	genus	UBA7642	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__UBA7642;s__
GUT_GENOME222507.HUMAN	3141	2176	1017	HUMAN	GUT_GENOME022252	g__UBA10281	genus__UBA10281	genus	UBA10281	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__
GUT_GENOME225915.HUMAN	2465	1934	1158	HUMAN	GUT_GENOME225915	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
GUT_GENOME226406.HUMAN	2123	1837	1081	HUMAN	GUT_GENOME226406	g__Fusobacterium_A	genus__Fusobacterium_A	genus	Fusobacterium_A	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__
GUT_GENOME227574.HUMAN	1828	1547	902	HUMAN	GUT_GENOME227574	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME227837.HUMAN	2112	1870	1218	HUMAN	GUT_GENOME151500	g__Veillonella_A	genus__Veillonella_A	genus	Veillonella_A	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__
GUT_GENOME229392.HUMAN	1913	1626	997	HUMAN	GUT_GENOME229392	g__Dialister	genus__Dialister	genus	Dialister	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__
GUT_GENOME230476.HUMAN	2297	1953	1204	HUMAN	GUT_GENOME230476	g__Parasutterella	genus__Parasutterella	genus	Parasutterella	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__
GUT_GENOME231300.HUMAN	3285	2724	1479	HUMAN	GUT_GENOME231300	g__Bacteroides	genus__Bacteroides	genus	Bacteroides	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
GUT_GENOME231391.HUMAN	2462	1994	1145	HUMAN	GUT_GENOME231391	g__Johnsonella	genus__Johnsonella	genus	Johnsonella	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Johnsonella;s__
GUT_GENOME231397.HUMAN	2908	2480	1377	HUMAN	GUT_GENOME231397	g__Bacteroides	genus__Bacteroides	genus	Bacteroides	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
