GUT_GENOME139392.HUMAN	GUT_GENOME011004	g__Ruminococcus	genus__Ruminococcus	genus	Ruminococcus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__
GUT_GENOME139424.HUMAN	GUT_GENOME139424	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME139458.HUMAN	GUT_GENOME112664	g__Eubacterium_R	genus__Eubacterium_R	genus	Eubacterium_R	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__
GUT_GENOME139568.HUMAN	GUT_GENOME139347	g__Acutalibacter	genus__Acutalibacter	genus	Acutalibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__
GUT_GENOME139627.HUMAN	GUT_GENOME139627	g__Coprococcus_B	genus__Coprococcus_B	genus	Coprococcus_B	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_B;s__
GUT_GENOME139646.HUMAN	GUT_GENOME023656	g__CAG-110	genus__CAG-110	genus	CAG-110	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__
GUT_GENOME139699.HUMAN	GUT_GENOME139699	g__UBA11963	genus__UBA11963	genus	UBA11963	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__UBA11963;s__
GUT_GENOME139744.HUMAN	GUT_GENOME139744	g__Acetatifactor	genus__Acetatifactor	genus	Acetatifactor	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__
GUT_GENOME139761.HUMAN	GUT_GENOME013402	g__UBA5026	genus__UBA5026	genus	UBA5026	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA5026;s__
GUT_GENOME139809.HUMAN	GUT_GENOME139809	g__CAG-110	genus__CAG-110	genus	CAG-110	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__
GUT_GENOME139828.HUMAN	GUT_GENOME139828	g__CAG-533	genus__CAG-533	genus	CAG-533	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-533;s__
GUT_GENOME139860.HUMAN	GUT_GENOME139860	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
GUT_GENOME139879.HUMAN	GUT_GENOME139879	g__UBA737	genus__UBA737	genus	UBA737	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__
GUT_GENOME139887.HUMAN	GUT_GENOME139690	g__UBA1081	genus__UBA1081	genus	UBA1081	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1081;s__
GUT_GENOME139895.HUMAN	GUT_GENOME139895	g__CAG-302	genus__CAG-302	genus	CAG-302	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__
GUT_GENOME139906.HUMAN	GUT_GENOME010077	g__Eubacterium_R	genus__Eubacterium_R	genus	Eubacterium_R	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__
GUT_GENOME139932.HUMAN	GUT_GENOME100701	g__Eubacterium_R	genus__Eubacterium_R	genus	Eubacterium_R	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__
GUT_GENOME139991.HUMAN	GUT_GENOME139065	g__Ruminococcus_E	genus__Ruminococcus_E	genus	Ruminococcus_E	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__
GUT_GENOME140007.HUMAN	GUT_GENOME140007	f__CAG-1000	family__CAG-1000	family	CAG-1000	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__;s__
GUT_GENOME140043.HUMAN	GUT_GENOME064676	g__Eisenbergiella	genus__Eisenbergiella	genus	Eisenbergiella	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__
GUT_GENOME140045.HUMAN	GUT_GENOME000726	g__Absiella	genus__Absiella	genus	Absiella	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella;s__
GUT_GENOME140082.HUMAN	GUT_GENOME017335	g__Paraprevotella	genus__Paraprevotella	genus	Paraprevotella	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__
GUT_GENOME140104.HUMAN	GUT_GENOME140104	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
GUT_GENOME140236.HUMAN	GUT_GENOME001161	g__UBA9502	genus__UBA9502	genus	UBA9502	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__
GUT_GENOME140268.HUMAN	GUT_GENOME001622	g__Agathobaculum	genus__Agathobaculum	genus	Agathobaculum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__
GUT_GENOME140283.HUMAN	GUT_GENOME000890	f__Bacteroidaceae	family__Bacteroidaceae	family	Bacteroidaceae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__
GUT_GENOME140329.HUMAN	GUT_GENOME140329	g__Vagococcus	genus__Vagococcus	genus	Vagococcus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus;s__
GUT_GENOME140342.HUMAN	GUT_GENOME016348	g__Ruminococcus_E	genus__Ruminococcus_E	genus	Ruminococcus_E	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__
GUT_GENOME140345.HUMAN	GUT_GENOME010647	g__UBA7182	genus__UBA7182	genus	UBA7182	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__
GUT_GENOME143140.HUMAN	GUT_GENOME143140	g__Gordonibacter	genus__Gordonibacter	genus	Gordonibacter	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__
GUT_GENOME143188.HUMAN	GUT_GENOME000866	g__Dakarella	genus__Dakarella	genus	Dakarella	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Dakarella;s__
GUT_GENOME143190.HUMAN	GUT_GENOME000910	g__Parabacteroides	genus__Parabacteroides	genus	Parabacteroides	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__
GUT_GENOME143191.HUMAN	GUT_GENOME017789	g__Olsenella_E	genus__Olsenella_E	genus	Olsenella_E	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__
GUT_GENOME143192.HUMAN	GUT_GENOME143192	g__Eggerthella	genus__Eggerthella	genus	Eggerthella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__
GUT_GENOME145587.HUMAN	GUT_GENOME022593	g__Slackia_A	genus__Slackia_A	genus	Slackia_A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__
GUT_GENOME148915.HUMAN	GUT_GENOME148915	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME149090.HUMAN	GUT_GENOME038322	g__Prevotella	genus__Prevotella	genus	Prevotella	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__
GUT_GENOME149116.HUMAN	GUT_GENOME149116	g__Lachnospira	genus__Lachnospira	genus	Lachnospira	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__
GUT_GENOME149380.HUMAN	GUT_GENOME149380	g__Bacteroides_B	genus__Bacteroides_B	genus	Bacteroides_B	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__
GUT_GENOME149444.HUMAN	GUT_GENOME149444	g__Dialister	genus__Dialister	genus	Dialister	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__
GUT_GENOME149574.HUMAN	GUT_GENOME149574	g__CAG-831	genus__CAG-831	genus	CAG-831	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__
GUT_GENOME149894.HUMAN	GUT_GENOME149894	f__Muribaculaceae	family__Muribaculaceae	family	Muribaculaceae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__
GUT_GENOME150050.HUMAN	GUT_GENOME046510	g__Bacteroides_A	genus__Bacteroides_A	genus	Bacteroides_A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__
GUT_GENOME150819.HUMAN	GUT_GENOME026964	g__Ruminococcus_C	genus__Ruminococcus_C	genus	Ruminococcus_C	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__
GUT_GENOME151778.HUMAN	GUT_GENOME151778	g__Lactobacillus_B	genus__Lactobacillus_B	genus	Lactobacillus_B	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__
GUT_GENOME152118.HUMAN	GUT_GENOME152118	g__Succinivibrio	genus__Succinivibrio	genus	Succinivibrio	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__
GUT_GENOME152364.HUMAN	GUT_GENOME031271	g__Akkermansia	genus__Akkermansia	genus	Akkermansia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__
GUT_GENOME152519.HUMAN	GUT_GENOME152519	g__Parabacteroides	genus__Parabacteroides	genus	Parabacteroides	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__
GUT_GENOME152588.HUMAN	GUT_GENOME152588	g__Lawsonibacter	genus__Lawsonibacter	genus	Lawsonibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__
GUT_GENOME152603.HUMAN	GUT_GENOME007869	g__CAG-110	genus__CAG-110	genus	CAG-110	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__
GUT_GENOME152604.HUMAN	GUT_GENOME152604	g__CAG-594	genus__CAG-594	genus	CAG-594	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-594;s__
GUT_GENOME152800.HUMAN	GUT_GENOME152800	g__CAG-521	genus__CAG-521	genus	CAG-521	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAG-521;s__
GUT_GENOME152999.HUMAN	GUT_GENOME152999	g__Alistipes	genus__Alistipes	genus	Alistipes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__
GUT_GENOME153023.HUMAN	GUT_GENOME153023	g__Lactobacillus_H	genus__Lactobacillus_H	genus	Lactobacillus_H	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__
GUT_GENOME153042.HUMAN	GUT_GENOME153042	g__Streptococcus	genus__Streptococcus	genus	Streptococcus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
GUT_GENOME153230.HUMAN	GUT_GENOME153230	g__Faecalicatena	genus__Faecalicatena	genus	Faecalicatena	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__
GUT_GENOME153233.HUMAN	GUT_GENOME153233	g__Faecalicatena	genus__Faecalicatena	genus	Faecalicatena	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__
GUT_GENOME153241.HUMAN	GUT_GENOME153241	g__Blautia	genus__Blautia	genus	Blautia	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__
GUT_GENOME153266.HUMAN	GUT_GENOME153266	g__Olsenella_C	genus__Olsenella_C	genus	Olsenella_C	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_C;s__
GUT_GENOME153272.HUMAN	GUT_GENOME153272	g__Eubacterium_A	genus__Eubacterium_A	genus	Eubacterium_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_A;s__
GUT_GENOME153344.HUMAN	GUT_GENOME013026	g__CAG-110	genus__CAG-110	genus	CAG-110	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__
GUT_GENOME153591.HUMAN	GUT_GENOME027774	g__CAG-274	genus__CAG-274	genus	CAG-274	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__
GUT_GENOME153913.HUMAN	GUT_GENOME153913	g__CAG-873	genus__CAG-873	genus	CAG-873	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__
GUT_GENOME153931.HUMAN	GUT_GENOME055967	g__CAG-485	genus__CAG-485	genus	CAG-485	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__
GUT_GENOME154740.HUMAN	GUT_GENOME100127	g__Faecalibacterium	genus__Faecalibacterium	genus	Faecalibacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__
GUT_GENOME155041.HUMAN	GUT_GENOME155041	g__Prevotella	genus__Prevotella	genus	Prevotella	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__
GUT_GENOME155275.HUMAN	GUT_GENOME008789	g__Oscillibacter	genus__Oscillibacter	genus	Oscillibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__
GUT_GENOME155428.HUMAN	GUT_GENOME155428	g__Veillonella	genus__Veillonella	genus	Veillonella	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__
GUT_GENOME155679.HUMAN	GUT_GENOME046394	g__Bacteroides_A	genus__Bacteroides_A	genus	Bacteroides_A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__
GUT_GENOME155703.HUMAN	GUT_GENOME155703	g__Anaerotignum	genus__Anaerotignum	genus	Anaerotignum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__
GUT_GENOME155718.HUMAN	GUT_GENOME155718	o__Lachnospirales	order__Lachnospirales	order	Lachnospirales	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__
GUT_GENOME155726.HUMAN	GUT_GENOME155726	f__Lachnospiraceae	family__Lachnospiraceae	family	Lachnospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
GUT_GENOME155809.HUMAN	GUT_GENOME155809	g__Veillonella	genus__Veillonella	genus	Veillonella	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__
GUT_GENOME155913.HUMAN	GUT_GENOME035932	g__Haemophilus_D	genus__Haemophilus_D	genus	Haemophilus_D	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__
GUT_GENOME156655.HUMAN	GUT_GENOME156655	g__Veillonella	genus__Veillonella	genus	Veillonella	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__
GUT_GENOME156849.HUMAN	GUT_GENOME032617	g__Turicimonas	genus__Turicimonas	genus	Turicimonas	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Turicimonas;s__
GUT_GENOME157129.HUMAN	GUT_GENOME157129	o__RF32	order__RF32	order	RF32	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__;s__
GUT_GENOME157191.HUMAN	GUT_GENOME157191	g__Faecalibacterium	genus__Faecalibacterium	genus	Faecalibacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__
GUT_GENOME157273.HUMAN	GUT_GENOME157273	g__CAG-95	genus__CAG-95	genus	CAG-95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__
GUT_GENOME157330.HUMAN	GUT_GENOME139943	g__UBA3388	genus__UBA3388	genus	UBA3388	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA3388;s__
GUT_GENOME157359.HUMAN	GUT_GENOME011447	g__UBA3388	genus__UBA3388	genus	UBA3388	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA3388;s__
GUT_GENOME157395.HUMAN	GUT_GENOME157395	g__CAG-95	genus__CAG-95	genus	CAG-95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__
GUT_GENOME157463.HUMAN	GUT_GENOME139908	g__Agathobacter	genus__Agathobacter	genus	Agathobacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__
GUT_GENOME157698.HUMAN	GUT_GENOME157698	f__CAG-272	family__CAG-272	family	CAG-272	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__
GUT_GENOME157750.HUMAN	GUT_GENOME029837	g__UBA9475	genus__UBA9475	genus	UBA9475	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA9475;s__
GUT_GENOME157873.HUMAN	GUT_GENOME157873	g__Alistipes	genus__Alistipes	genus	Alistipes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__
GUT_GENOME157951.HUMAN	GUT_GENOME025384	g__QALR01	genus__QALR01	genus	QALR01	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__QALR01;s__
GUT_GENOME158068.HUMAN	GUT_GENOME158068	g__Oscillibacter	genus__Oscillibacter	genus	Oscillibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__
GUT_GENOME158142.HUMAN	GUT_GENOME072725	f__QAND01	family__QAND01	family	QAND01	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QAND01;g__;s__
GUT_GENOME158155.HUMAN	GUT_GENOME158155	g__Oscillibacter	genus__Oscillibacter	genus	Oscillibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__
GUT_GENOME158229.HUMAN	GUT_GENOME158229	o__Monoglobales	order__Monoglobales	order	Monoglobales	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__
GUT_GENOME158290.HUMAN	GUT_GENOME158265	g__UBA3818	genus__UBA3818	genus	UBA3818	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3818;s__
GUT_GENOME158324.HUMAN	GUT_GENOME158324	g__QAMH01	genus__QAMH01	genus	QAMH01	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__
GUT_GENOME158398.HUMAN	GUT_GENOME158398	g__Desulfovibrio	genus__Desulfovibrio	genus	Desulfovibrio	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__
GUT_GENOME158484.HUMAN	GUT_GENOME098466	f__Ruminococcaceae	family__Ruminococcaceae	family	Ruminococcaceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__
GUT_GENOME158521.HUMAN	GUT_GENOME087884	g__Collinsella	genus__Collinsella	genus	Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME158523.HUMAN	GUT_GENOME158523	g__Oscillibacter	genus__Oscillibacter	genus	Oscillibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__
GUT_GENOME158618.HUMAN	GUT_GENOME158618	f__UBA644	family__UBA644	family	UBA644	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__;s__
GUT_GENOME158620.HUMAN	GUT_GENOME158620	f__Oscillospiraceae	family__Oscillospiraceae	family	Oscillospiraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__
GUT_GENOME158621.HUMAN	GUT_GENOME009989	f__Acutalibacteraceae	family__Acutalibacteraceae	family	Acutalibacteraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__
GUT_GENOME158638.HUMAN	GUT_GENOME158638	f__CAG-74	family__CAG-74	family	CAG-74	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__
GUT_GENOME158639.HUMAN	GUT_GENOME158639	f__Acutalibacteraceae	family__Acutalibacteraceae	family	Acutalibacteraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__
GUT_GENOME158646.HUMAN	GUT_GENOME158646	f__Acutalibacteraceae	family__Acutalibacteraceae	family	Acutalibacteraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__
GUT_GENOME158649.HUMAN	GUT_GENOME158547	g__Oxalobacter	genus__Oxalobacter	genus	Oxalobacter	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__
GUT_GENOME158698.HUMAN	GUT_GENOME158698	g__Zag111	genus__Zag111	genus	Zag111	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__
GUT_GENOME158752.HUMAN	GUT_GENOME158752	g__Oscillibacter	genus__Oscillibacter	genus	Oscillibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__
GUT_GENOME158781.HUMAN	GUT_GENOME158781	f__Acutalibacteraceae	family__Acutalibacteraceae	family	Acutalibacteraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__
GUT_GENOME158821.HUMAN	GUT_GENOME158821	g__Flavonifractor	genus__Flavonifractor	genus	Flavonifractor	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__
GUT_GENOME158850.HUMAN	GUT_GENOME158850	f__Acutalibacteraceae	family__Acutalibacteraceae	family	Acutalibacteraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__
GUT_GENOME158868.HUMAN	GUT_GENOME033126	g__CAG-170	genus__CAG-170	genus	CAG-170	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__
GUT_GENOME158963.HUMAN	GUT_GENOME009994	f__Acutalibacteraceae	family__Acutalibacteraceae	family	Acutalibacteraceae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__
GUT_GENOME159026.HUMAN	GUT_GENOME159026	g__Adlercreutzia	genus__Adlercreutzia	genus	Adlercreutzia	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__
GUT_GENOME159031.HUMAN	GUT_GENOME159031	g__UBA4716	genus__UBA4716	genus	UBA4716	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__UBA4716;s__
GUT_GENOME159064.HUMAN	GUT_GENOME159064	g__F23-B02	genus__F23-B02	genus	F23-B02	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__
GUT_GENOME159348.HUMAN	GUT_GENOME159348	g__Butyricicoccus	genus__Butyricicoccus	genus	Butyricicoccus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__
GUT_GENOME159365.HUMAN	GUT_GENOME159365	g__UBA1777	genus__UBA1777	genus	UBA1777	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__
GUT_GENOME159493.HUMAN	GUT_GENOME159493	g__CAG-873	genus__CAG-873	genus	CAG-873	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__
GUT_GENOME159536.HUMAN	GUT_GENOME100324	f__CAG-272	family__CAG-272	family	CAG-272	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__
GUT_GENOME159567.HUMAN	GUT_GENOME023864	g__CAG-83	genus__CAG-83	genus	CAG-83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__
