MGBC112875	MGBC000377	s__Muribaculum intestinale
MGBC112878	MGBC164577	g__UBA7173
MGBC112880	MGBC131955	g__Odoribacter
MGBC112881	MGBC120535	s__Duncaniella sp001689575
MGBC112882	MGBC143931	s__UBA7173 sp001689685
MGBC112883	MGBC142124	s__RC9 sp002298075
MGBC112884	MGBC112850	s__Muribaculum sp003150235
MGBC112885	MGBC151524	s__Alistipes sp002428825
MGBC112887	MGBC142124	s__RC9 sp002298075
MGBC112889	MGBC112850	s__Muribaculum sp003150235
MGBC112890	MGBC113184	s__CAG-873 sp002490635
MGBC112891	MGBC151524	s__Alistipes sp002428825
MGBC112892	MGBC142924	o__Gastranaerophilales
MGBC112893	MGBC143306	s__Duncaniella sp001689425
MGBC112894	MGBC116472	s__Alistipes sp002362235
MGBC112896	MGBC108697	s__COE1 sp000403215
MGBC112898	MGBC162808	s__CAG-873 sp003979155
MGBC112900	MGBC113844	s__Alistipes sp002358415
MGBC112901	MGBC143808	g__Prevotella
MGBC112903	MGBC110745	s__Alistipes sp003979135
MGBC112904	MGBC120535	s__Duncaniella sp001689575
MGBC112906	MGBC128991	f__Muribaculaceae
MGBC112909	MGBC000011	s__Bacteroides acidifaciens
MGBC112910	MGBC143931	s__UBA7173 sp001689685
MGBC112913	MGBC109852	s__CAG-485 sp002493045
MGBC112915	MGBC110790	s__Paramuribaculum intestinale
MGBC112916	MGBC111863	g__Alistipes
MGBC112921	MGBC113844	s__Alistipes sp002358415
MGBC112922	MGBC116472	s__Alistipes sp002362235
MGBC112925	MGBC110745	s__Alistipes sp003979135
MGBC112926	MGBC143931	s__UBA7173 sp001689685
MGBC112932	MGBC000355	s__Akkermansia muciniphila
MGBC112933	MGBC112867	g__CAG-873
MGBC112937	MGBC110745	s__Alistipes sp003979135
MGBC112941	MGBC113184	s__CAG-873 sp002490635
MGBC112942	MGBC128991	f__Muribaculaceae
MGBC112943	MGBC143808	g__Prevotella
MGBC112944	MGBC116472	s__Alistipes sp002362235
MGBC112946	MGBC112607	s__Duncaniella muris
MGBC112947	MGBC106096	s__UBA7173 sp001689485
MGBC112948	MGBC143931	s__UBA7173 sp001689685
MGBC112949	MGBC109852	s__CAG-485 sp002493045
MGBC112951	MGBC113844	s__Alistipes sp002358415
MGBC112952	MGBC129157	s__CAG-485 sp002362485
MGBC112953	MGBC000355	s__Akkermansia muciniphila
MGBC112954	MGBC131955	g__Odoribacter
MGBC112956	MGBC104355	g__CAG-495
MGBC112957	MGBC000377	s__Muribaculum intestinale
MGBC112960	MGBC110790	s__Paramuribaculum intestinale
MGBC112961	MGBC112867	g__CAG-873
MGBC112962	MGBC143306	s__Duncaniella sp001689425
MGBC112963	MGBC111863	g__Alistipes
MGBC112967	MGBC113844	s__Alistipes sp002358415
MGBC112968	MGBC112607	s__Duncaniella muris
MGBC112971	MGBC109852	s__CAG-485 sp002493045
MGBC112972	MGBC115029	g__Dorea
MGBC112973	MGBC107741	g__UMGS268
MGBC112975	MGBC131955	g__Odoribacter
MGBC112978	MGBC110745	s__Alistipes sp003979135
MGBC112981	MGBC143931	s__UBA7173 sp001689685
MGBC112984	MGBC104355	g__CAG-495
MGBC112985	MGBC000377	s__Muribaculum intestinale
MGBC112987	MGBC000377	s__Muribaculum intestinale
MGBC112988	MGBC135946	f__Borkfalkiaceae
MGBC112989	MGBC110745	s__Alistipes sp003979135
MGBC112990	MGBC112607	s__Duncaniella muris
MGBC112992	MGBC111351	g__COE1
MGBC112994	MGBC110790	s__Paramuribaculum intestinale
MGBC112995	MGBC141840	s__CAG-95 sp000403495
MGBC112998	MGBC131955	g__Odoribacter
MGBC112999	MGBC109852	s__CAG-485 sp002493045
MGBC113000	MGBC107741	g__UMGS268
MGBC113001	MGBC113184	s__CAG-873 sp002490635
MGBC113005	MGBC105053	f__UBA3700
MGBC113008	MGBC143931	s__UBA7173 sp001689685
MGBC113011	MGBC114095	g__UBA3700
MGBC113015	MGBC142124	s__RC9 sp002298075
MGBC113017	MGBC110790	s__Paramuribaculum intestinale
MGBC113018	MGBC109852	s__CAG-485 sp002493045
MGBC113019	MGBC141088	s__COE1 sp002358575
MGBC113020	MGBC129157	s__CAG-485 sp002362485
MGBC113025	MGBC105053	f__UBA3700
MGBC113026	MGBC116472	s__Alistipes sp002362235
MGBC113027	MGBC000377	s__Muribaculum intestinale
MGBC113028	MGBC143808	g__Prevotella
MGBC113029	MGBC101821	s__Kineothrix sp000403275
MGBC113032	MGBC113184	s__CAG-873 sp002490635
MGBC113033	MGBC104355	g__CAG-495
MGBC113034	MGBC143931	s__UBA7173 sp001689685
MGBC113036	MGBC131955	g__Odoribacter
MGBC113038	MGBC128991	f__Muribaculaceae
MGBC113039	MGBC110745	s__Alistipes sp003979135
MGBC113041	MGBC107741	g__UMGS268
MGBC113042	MGBC114095	g__UBA3700
MGBC113044	MGBC112607	s__Duncaniella muris
MGBC113047	MGBC113184	s__CAG-873 sp002490635
MGBC113051	MGBC000377	s__Muribaculum intestinale
MGBC113052	MGBC110745	s__Alistipes sp003979135
MGBC113056	MGBC141088	s__COE1 sp002358575
MGBC113057	MGBC104355	g__CAG-495
MGBC113058	MGBC113844	s__Alistipes sp002358415
MGBC113059	MGBC162876	f__CAG-552
MGBC113060	MGBC109852	s__CAG-485 sp002493045
MGBC113063	MGBC131955	g__Odoribacter
MGBC113064	MGBC143931	s__UBA7173 sp001689685
MGBC113068	MGBC143808	g__Prevotella
MGBC113073	MGBC000377	s__Muribaculum intestinale
MGBC113074	MGBC104355	g__CAG-495
MGBC113078	MGBC131955	g__Odoribacter
MGBC113079	MGBC120929	f__UBA3700
MGBC113084	MGBC109852	s__CAG-485 sp002493045
MGBC113088	MGBC000357	s__Turicimonas muris
MGBC113089	MGBC112607	s__Duncaniella muris
MGBC113090	MGBC113844	s__Alistipes sp002358415
MGBC113091	MGBC105053	f__UBA3700
MGBC113092	MGBC142124	s__RC9 sp002298075
MGBC113093	MGBC134176	g__UBA11940
MGBC113094	MGBC142124	s__RC9 sp002298075
MGBC113095	MGBC000377	s__Muribaculum intestinale
MGBC113096	MGBC120929	f__UBA3700
MGBC113098	MGBC109852	s__CAG-485 sp002493045
MGBC113104	MGBC143931	s__UBA7173 sp001689685
MGBC113105	MGBC112607	s__Duncaniella muris
MGBC113106	MGBC115029	g__Dorea
MGBC113115	MGBC131955	g__Odoribacter
MGBC113118	MGBC110745	s__Alistipes sp003979135
MGBC113119	MGBC113844	s__Alistipes sp002358415
MGBC113120	MGBC119292	g__CAG-303
MGBC113121	MGBC131955	g__Odoribacter
MGBC113122	MGBC143865	g__CAG-115
MGBC113123	MGBC113184	s__CAG-873 sp002490635
MGBC113124	MGBC107218	f__Lachnospiraceae
MGBC113126	MGBC107741	g__UMGS268
MGBC113128	MGBC000377	s__Muribaculum intestinale
MGBC113129	MGBC104355	g__CAG-495
MGBC113131	MGBC112607	s__Duncaniella muris
MGBC113134	MGBC115029	g__Dorea
MGBC113135	MGBC123009	g__UBA11940
MGBC113137	MGBC141840	s__CAG-95 sp000403495
MGBC113138	MGBC129157	s__CAG-485 sp002362485
MGBC113139	MGBC105409	s__Mucispirillum schaedleri
MGBC113145	MGBC136875	g__Bilophila
MGBC113146	MGBC113844	s__Alistipes sp002358415
MGBC113148	MGBC143115	g__UBA3282
MGBC113151	MGBC142124	s__RC9 sp002298075
MGBC113154	MGBC162876	f__CAG-552
MGBC113155	MGBC112607	s__Duncaniella muris
MGBC113157	MGBC104355	g__CAG-495
MGBC113159	MGBC000377	s__Muribaculum intestinale
MGBC113161	MGBC113161	f__CAG-552
MGBC113164	MGBC165440	g__Lawsonibacter
MGBC113166	MGBC131955	g__Odoribacter
MGBC113167	MGBC110745	s__Alistipes sp003979135
MGBC113169	MGBC143931	s__UBA7173 sp001689685
MGBC113170	MGBC136875	g__Bilophila
MGBC113171	MGBC107218	f__Lachnospiraceae
MGBC113173	MGBC118395	f__UBA3700
MGBC113175	MGBC120929	f__UBA3700
MGBC113179	MGBC143115	g__UBA3282
MGBC113182	MGBC113844	s__Alistipes sp002358415
MGBC113183	MGBC134176	g__UBA11940
MGBC113184	MGBC113184	s__CAG-873 sp002490635
MGBC113185	MGBC143808	g__Prevotella
MGBC113188	MGBC102923	g__UBA7173
MGBC113189	MGBC125940	g__Alistipes
MGBC113191	MGBC128938	s__Helicobacter_C japonicus
MGBC113194	MGBC118434	s__COE1 sp002490665
MGBC113195	MGBC113195	g__Prevotella
MGBC113199	MGBC113403	g__Muribaculum
MGBC113200	MGBC103056	s__Dubosiella sp004793885
MGBC113202	MGBC104261	g__Alistipes
MGBC113205	MGBC109852	s__CAG-485 sp002493045
MGBC113206	MGBC113460	g__Acetatifactor
MGBC113208	MGBC113208	s__CAG-873 sp001689415
MGBC113209	MGBC107218	f__Lachnospiraceae
MGBC113211	MGBC143931	s__UBA7173 sp001689685
MGBC113214	MGBC161175	s__Duncaniella sp001689495
MGBC113218	MGBC134540	g__Parasutterella
MGBC113221	MGBC105567	s__Ligilactobacillus murinus
MGBC113223	MGBC157434	s__UBA3282 sp003612405
MGBC113236	MGBC110551	g__Mailhella
MGBC113239	MGBC113403	g__Muribaculum
MGBC113240	MGBC142124	s__RC9 sp002298075
MGBC113241	MGBC118768	g__Acetatifactor
MGBC113244	MGBC113244	g__AF33-28
MGBC113247	MGBC118190	s__CAG-485 sp002491945
MGBC113250	MGBC131955	g__Odoribacter
MGBC113251	MGBC157434	s__UBA3282 sp003612405
MGBC113259	MGBC113668	g__Allobaculum
MGBC113262	MGBC113262	g__Oscillibacter
MGBC113263	MGBC116472	s__Alistipes sp002362235
MGBC113267	MGBC113208	s__CAG-873 sp001689415
MGBC113269	MGBC128938	s__Helicobacter_C japonicus
MGBC113270	MGBC131258	g__UBA3282
MGBC113271	MGBC110790	s__Paramuribaculum intestinale
MGBC113272	MGBC109852	s__CAG-485 sp002493045
MGBC113273	MGBC113403	g__Muribaculum
MGBC113275	MGBC143808	g__Prevotella
MGBC113279	MGBC110107	s__Akkermansia muciniphila_A
MGBC113283	MGBC165708	g__CAG-485
MGBC113284	MGBC134540	g__Parasutterella
MGBC113287	MGBC143931	s__UBA7173 sp001689685
MGBC113288	MGBC110404	s__Mailhella sp003512875
MGBC113289	MGBC113289	g__Eubacterium_F
MGBC113290	MGBC113195	g__Prevotella
MGBC113291	MGBC157434	s__UBA3282 sp003612405
MGBC113292	MGBC104261	g__Alistipes
MGBC113298	MGBC118434	s__COE1 sp002490665
MGBC113302	MGBC140257	g__UMGS1370
MGBC113303	MGBC157433	g__CAG-115
MGBC113306	MGBC118434	s__COE1 sp002490665
MGBC113307	MGBC151524	s__Alistipes sp002428825
MGBC113308	MGBC110790	s__Paramuribaculum intestinale
MGBC113313	MGBC110633	f__Mycoplasmoidaceae
MGBC113316	MGBC137200	s__UBA7173 sp004102805
MGBC113317	MGBC119923	g__UBA7182
MGBC113319	MGBC139270	g__CAG-485
MGBC113320	MGBC113320	g__Muribaculum
MGBC113321	MGBC129157	s__CAG-485 sp002362485
MGBC113323	MGBC164422	g__AF33-28
MGBC113324	MGBC143808	g__Prevotella
MGBC113328	MGBC110213	s__Helicobacter_C typhlonius
MGBC113329	MGBC109852	s__CAG-485 sp002493045
MGBC113332	MGBC000190	s__NM07-P-09 sp004793665
MGBC113333	MGBC132858	s__Prevotella sp002298815
MGBC113334	MGBC110551	g__Mailhella
MGBC113335	MGBC165605	g__Eubacterium_F
MGBC113337	MGBC113373	g__CAG-115
MGBC113341	MGBC104261	g__Alistipes
MGBC113342	MGBC116472	s__Alistipes sp002362235
MGBC113345	MGBC107550	g__UBA3282
MGBC113346	MGBC105409	s__Mucispirillum schaedleri
MGBC113347	MGBC164577	g__UBA7173
MGBC113350	MGBC000377	s__Muribaculum intestinale
MGBC113354	MGBC104239	s__Parabacteroides distasonis_A
MGBC113356	MGBC113403	g__Muribaculum
MGBC113361	MGBC110822	f__Selenomonadaceae
MGBC113362	MGBC132858	s__Prevotella sp002298815
MGBC113366	MGBC109852	s__CAG-485 sp002493045
MGBC113367	MGBC000190	s__NM07-P-09 sp004793665
MGBC113373	MGBC113373	g__CAG-115
MGBC113380	MGBC118434	s__COE1 sp002490665
MGBC113385	MGBC129157	s__CAG-485 sp002362485
MGBC113388	MGBC151524	s__Alistipes sp002428825
MGBC113393	MGBC129232	g__Desulfovibrio
MGBC113398	MGBC110790	s__Paramuribaculum intestinale
MGBC113403	MGBC113403	g__Muribaculum
MGBC113405	MGBC135302	g__1XD8-76
MGBC113409	MGBC125940	g__Alistipes
MGBC113411	MGBC118190	s__CAG-485 sp002491945
MGBC113413	MGBC000190	s__NM07-P-09 sp004793665
MGBC113418	MGBC113184	s__CAG-873 sp002490635
MGBC113431	MGBC165708	g__CAG-485
MGBC113436	MGBC113403	g__Muribaculum
MGBC113441	MGBC109852	s__CAG-485 sp002493045
MGBC113442	MGBC118768	g__Acetatifactor
MGBC113444	MGBC113668	g__Allobaculum
MGBC113445	MGBC120535	s__Duncaniella sp001689575
MGBC113447	MGBC113195	g__Prevotella
MGBC113452	MGBC113208	s__CAG-873 sp001689415
MGBC113454	MGBC113403	g__Muribaculum
MGBC113457	MGBC110046	s__Limosilactobacillus reuteri_D
MGBC113460	MGBC113460	g__Acetatifactor
MGBC113464	MGBC103056	s__Dubosiella sp004793885
MGBC113468	MGBC143808	g__Prevotella
MGBC113469	MGBC134540	g__Parasutterella
MGBC113471	MGBC107218	f__Lachnospiraceae
MGBC113472	MGBC118190	s__CAG-485 sp002491945
MGBC113473	MGBC113473	s__Escherichia sp000208585
MGBC113474	MGBC118434	s__COE1 sp002490665
MGBC113476	MGBC162466	s__Muribaculum sp002358615
MGBC113479	MGBC165708	g__CAG-485
MGBC113482	MGBC143931	s__UBA7173 sp001689685
MGBC113483	MGBC161175	s__Duncaniella sp001689495
MGBC113484	MGBC105567	s__Ligilactobacillus murinus
MGBC113486	MGBC143115	g__UBA3282
MGBC113487	MGBC111351	g__COE1
MGBC113491	MGBC125940	g__Alistipes
MGBC113492	MGBC129232	g__Desulfovibrio
MGBC113494	MGBC135721	s__UBA7173 sp002491305
MGBC113498	MGBC113208	s__CAG-873 sp001689415
MGBC113499	MGBC134540	g__Parasutterella
MGBC113500	MGBC103056	s__Dubosiella sp004793885
MGBC113501	MGBC165708	g__CAG-485
MGBC113509	MGBC113509	g__UBA9475
MGBC113511	MGBC130615	g__Kineothrix
MGBC113514	MGBC113184	s__CAG-873 sp002490635
MGBC113517	MGBC104730	g__Eubacterium_J
MGBC113521	MGBC000377	s__Muribaculum intestinale
MGBC113523	MGBC113403	g__Muribaculum
MGBC113525	MGBC110633	f__Mycoplasmoidaceae
MGBC113532	MGBC110404	s__Mailhella sp003512875
MGBC113533	MGBC106096	s__UBA7173 sp001689485
MGBC113535	MGBC143808	g__Prevotella
MGBC113539	MGBC135601	g__Paraprevotella
MGBC113540	MGBC113403	g__Muribaculum
MGBC113541	MGBC109838	g__TF01-11
MGBC113545	MGBC104908	g__UBA11940
MGBC113546	MGBC143306	s__Duncaniella sp001689425
MGBC113548	MGBC103056	s__Dubosiella sp004793885
MGBC113551	MGBC113184	s__CAG-873 sp002490635
MGBC113552	MGBC104261	g__Alistipes
MGBC113556	MGBC165708	g__CAG-485
MGBC113558	MGBC118434	s__COE1 sp002490665
MGBC113563	MGBC104239	s__Parabacteroides distasonis_A
MGBC113565	MGBC109742	s__Muribaculum sp002492595
MGBC113566	MGBC142124	s__RC9 sp002298075
MGBC113574	MGBC102923	g__UBA7173
MGBC113577	MGBC134540	g__Parasutterella
MGBC113578	MGBC109852	s__CAG-485 sp002493045
MGBC113580	MGBC157066	f__Borkfalkiaceae
MGBC113581	MGBC135721	s__UBA7173 sp002491305
MGBC113582	MGBC165440	g__Lawsonibacter
MGBC113583	MGBC113583	s__Anaerotruncus sp000403395
MGBC113586	MGBC115827	s__Parabacteroides distasonis
MGBC113587	MGBC163738	g__UMGS1370
MGBC113589	MGBC103317	g__Alistipes
MGBC113591	MGBC163752	g__Schaedlerella
MGBC113592	MGBC162806	g__Prevotellamassilia
MGBC113593	MGBC163085	f__Lachnospiraceae
MGBC113596	MGBC129736	g__An181
MGBC113597	MGBC110404	s__Mailhella sp003512875
MGBC113598	MGBC105045	g__CAG-485
MGBC113599	MGBC137200	s__UBA7173 sp004102805
MGBC113602	MGBC113602	g__UBA7182
MGBC113607	MGBC104730	g__Eubacterium_J
MGBC113609	MGBC113609	g__CAG-485
MGBC113610	MGBC113610	g__COE1
MGBC113611	MGBC113208	s__CAG-873 sp001689415
MGBC113615	MGBC143808	g__Prevotella
MGBC113616	MGBC113616	f__Ruminococcaceae
MGBC113621	MGBC000384	s__Limosilactobacillus reuteri
MGBC113623	MGBC134540	g__Parasutterella
MGBC113626	MGBC105567	s__Ligilactobacillus murinus
MGBC113631	MGBC104261	g__Alistipes
MGBC113632	MGBC107002	g__Eubacterium_J
MGBC113634	MGBC109852	s__CAG-485 sp002493045
MGBC113636	MGBC104963	g__UMGS1370
MGBC113638	MGBC164593	g__TF01-11
MGBC113640	MGBC111351	g__COE1
MGBC113641	MGBC110565	g__Odoribacter
MGBC113644	MGBC131967	g__Butyricicoccus
MGBC113645	MGBC113645	f__Erysipelatoclostridiaceae
MGBC113647	MGBC000161	g__Desulfovibrio
MGBC113649	MGBC135721	s__UBA7173 sp002491305
MGBC113650	MGBC163017	f__Rikenellaceae
MGBC113657	MGBC135202	g__COE1
MGBC113659	MGBC000116	g__UBA7182
MGBC113662	MGBC106096	s__UBA7173 sp001689485
MGBC113668	MGBC113668	g__Allobaculum
MGBC113670	MGBC104261	g__Alistipes
MGBC113671	MGBC165708	g__CAG-485
MGBC113672	MGBC162170	g__ASF356
MGBC113673	MGBC143869	g__CAG-873
MGBC113676	MGBC103056	s__Dubosiella sp004793885
MGBC113678	MGBC110790	s__Paramuribaculum intestinale
MGBC113680	MGBC000375	s__Acutalibacter muris
MGBC113681	MGBC134540	g__Parasutterella
MGBC113682	MGBC164593	g__TF01-11
MGBC113686	MGBC113686	f__UBA1381
MGBC113689	MGBC163738	g__UMGS1370
MGBC113690	MGBC105045	g__CAG-485
MGBC113691	MGBC113809	g__Dorea
MGBC113692	MGBC145421	g__COE1
MGBC113693	MGBC105567	s__Ligilactobacillus murinus
MGBC113694	MGBC102923	g__UBA7173
MGBC113695	MGBC000503	f__Butyricicoccaceae
MGBC113697	MGBC163017	f__Rikenellaceae
MGBC113701	MGBC141088	s__COE1 sp002358575
MGBC113702	MGBC137711	g__UBA946
MGBC113704	MGBC113184	s__CAG-873 sp002490635
MGBC113705	MGBC137200	s__UBA7173 sp004102805
MGBC113706	MGBC104027	g__Oscillibacter
MGBC113707	MGBC000384	s__Limosilactobacillus reuteri
MGBC113708	MGBC162921	g__Kineothrix
MGBC113714	MGBC109699	g__Dorea
MGBC113715	MGBC162808	s__CAG-873 sp003979155
MGBC113716	MGBC165605	g__Eubacterium_F
MGBC113717	MGBC139916	f__P3
MGBC113722	MGBC121754	g__UBA7182
MGBC113725	MGBC164609	g__CAG-110
MGBC113726	MGBC113844	s__Alistipes sp002358415
MGBC113727	MGBC112867	g__CAG-873
MGBC113728	MGBC104969	g__UBA3282
MGBC113732	MGBC129736	g__An181
MGBC113734	MGBC116472	s__Alistipes sp002362235
MGBC113737	MGBC110551	g__Mailhella
MGBC113739	MGBC142124	s__RC9 sp002298075
MGBC113740	MGBC115827	s__Parabacteroides distasonis
MGBC113741	MGBC135721	s__UBA7173 sp002491305
MGBC113743	MGBC108415	s__CAG-485 sp002361155
MGBC113744	MGBC165440	g__Lawsonibacter
MGBC113745	MGBC110633	f__Mycoplasmoidaceae
MGBC113746	MGBC135601	g__Paraprevotella
MGBC113748	MGBC113195	g__Prevotella
MGBC113750	MGBC000377	s__Muribaculum intestinale
MGBC113754	MGBC157066	f__Borkfalkiaceae
MGBC113756	MGBC130580	g__Eubacterium_F
MGBC113758	MGBC157434	s__UBA3282 sp003612405
MGBC113765	MGBC120535	s__Duncaniella sp001689575
MGBC113766	MGBC105567	s__Ligilactobacillus murinus
MGBC113770	MGBC113208	s__CAG-873 sp001689415
MGBC113774	MGBC115827	s__Parabacteroides distasonis
MGBC113780	MGBC104261	g__Alistipes
MGBC113783	MGBC143306	s__Duncaniella sp001689425
MGBC113785	MGBC113668	g__Allobaculum
MGBC113787	MGBC109852	s__CAG-485 sp002493045
MGBC113788	MGBC104799	g__RC9
MGBC113790	MGBC134540	g__Parasutterella
MGBC113791	MGBC135721	s__UBA7173 sp002491305
MGBC113793	MGBC143808	g__Prevotella
MGBC113798	MGBC165708	g__CAG-485
MGBC113799	MGBC128991	f__Muribaculaceae
MGBC113805	MGBC105045	g__CAG-485
MGBC113809	MGBC113809	g__Dorea
MGBC113810	MGBC105045	g__CAG-485
MGBC113811	MGBC165708	g__CAG-485
MGBC113812	MGBC134540	g__Parasutterella
MGBC113815	MGBC121754	g__UBA7182
MGBC113817	MGBC102794	s__Paramuribaculum sp001689565
MGBC113822	MGBC112867	g__CAG-873
MGBC113823	MGBC105567	s__Ligilactobacillus murinus
MGBC113824	MGBC128938	s__Helicobacter_C japonicus
MGBC113825	MGBC135576	s__Paramuribaculum sp001689535
MGBC113832	MGBC161175	s__Duncaniella sp001689495
MGBC113833	MGBC109852	s__CAG-485 sp002493045
MGBC113834	MGBC118434	s__COE1 sp002490665
MGBC113838	MGBC140257	g__UMGS1370
MGBC113840	MGBC135721	s__UBA7173 sp002491305
MGBC113841	MGBC113841	g__UBA9475
MGBC113844	MGBC113844	s__Alistipes sp002358415
MGBC113850	MGBC101821	s__Kineothrix sp000403275
MGBC113852	MGBC110404	s__Mailhella sp003512875
MGBC113860	MGBC118190	s__CAG-485 sp002491945
MGBC113861	MGBC106096	s__UBA7173 sp001689485
MGBC113863	MGBC139270	g__CAG-485
MGBC113865	MGBC110404	s__Mailhella sp003512875
MGBC113866	MGBC110790	s__Paramuribaculum intestinale
MGBC113870	MGBC118190	s__CAG-485 sp002491945
MGBC113872	MGBC101821	s__Kineothrix sp000403275
MGBC113874	MGBC118190	s__CAG-485 sp002491945
MGBC113877	MGBC106096	s__UBA7173 sp001689485
MGBC113880	MGBC106096	s__UBA7173 sp001689485
MGBC113884	MGBC110790	s__Paramuribaculum intestinale
MGBC113885	MGBC110404	s__Mailhella sp003512875
MGBC113887	MGBC106096	s__UBA7173 sp001689485
MGBC113889	MGBC101821	s__Kineothrix sp000403275
MGBC113892	MGBC128991	f__Muribaculaceae
MGBC113893	MGBC110790	s__Paramuribaculum intestinale
MGBC113896	MGBC101821	s__Kineothrix sp000403275
MGBC113897	MGBC118190	s__CAG-485 sp002491945
MGBC113898	MGBC106096	s__UBA7173 sp001689485
MGBC113901	MGBC110790	s__Paramuribaculum intestinale
MGBC113904	MGBC118190	s__CAG-485 sp002491945
MGBC113911	MGBC114079	f__CAG-274
MGBC113913	MGBC107741	g__UMGS268
MGBC113914	MGBC104195	g__CAG-303
MGBC113915	MGBC129275	g__CAG-95
MGBC113917	MGBC107550	g__UBA3282
MGBC113919	MGBC137711	g__UBA946
MGBC113924	MGBC129157	s__CAG-485 sp002362485
MGBC113926	MGBC163564	g__ASF356
MGBC113927	MGBC107459	g__UBA11940
MGBC113933	MGBC114107	g__Oscillibacter
MGBC113935	MGBC113999	g__COE1
MGBC113936	MGBC114095	g__UBA3700
MGBC113937	MGBC113999	g__COE1
MGBC113939	MGBC108899	s__CAG-510 sp003979355
MGBC113941	MGBC163564	g__ASF356
MGBC113942	MGBC113942	f__Lachnospiraceae
MGBC113943	MGBC129708	g__Acutalibacter
MGBC113945	MGBC107741	g__UMGS268
MGBC113951	MGBC113951	g__Roseburia
MGBC113955	MGBC107550	g__UBA3282
MGBC113956	MGBC111351	g__COE1
MGBC113957	MGBC114079	f__CAG-274
MGBC113962	MGBC137711	g__UBA946
MGBC113964	MGBC162040	f__Oscillospiraceae
MGBC113965	MGBC113999	g__COE1
MGBC113966	MGBC130214	g__CAG-303
MGBC113967	MGBC113998	g__Acetatifactor
MGBC113970	MGBC114095	g__UBA3700
MGBC113973	MGBC111351	g__COE1
MGBC113977	MGBC162040	f__Oscillospiraceae
MGBC113978	MGBC107550	g__UBA3282
MGBC113981	MGBC105224	g__CAG-95
MGBC113983	MGBC129708	g__Acutalibacter
MGBC113984	MGBC129157	s__CAG-485 sp002362485
MGBC113985	MGBC146413	g__Acetatifactor
MGBC113986	MGBC129708	g__Acutalibacter
MGBC113987	MGBC106688	s__COE1 sp000403335
MGBC113988	MGBC111351	g__COE1
MGBC113990	MGBC107550	g__UBA3282
MGBC113998	MGBC113998	g__Acetatifactor
MGBC113999	MGBC113999	g__COE1
MGBC114008	MGBC108899	s__CAG-510 sp003979355
MGBC114009	MGBC130214	g__CAG-303
MGBC114016	MGBC141088	s__COE1 sp002358575
MGBC114020	MGBC000503	f__Butyricicoccaceae
MGBC114023	MGBC107550	g__UBA3282
MGBC114024	MGBC000533	g__Acutalibacter
MGBC114025	MGBC128351	s__Lactobacillus johnsonii
MGBC114029	MGBC135302	g__1XD8-76
MGBC114030	MGBC131033	f__Lachnospiraceae
MGBC114033	MGBC113999	g__COE1
MGBC114034	MGBC157433	g__CAG-115
MGBC114035	MGBC000451	s__CAG-95 sp003612395
MGBC114037	MGBC114107	g__Oscillibacter
MGBC114039	MGBC146413	g__Acetatifactor
MGBC114040	MGBC113942	f__Lachnospiraceae
MGBC114048	MGBC000324	s__Bacteroides thetaiotaomicron
MGBC114051	MGBC114095	g__UBA3700
MGBC114052	MGBC105224	g__CAG-95
MGBC114053	MGBC137871	f__CAG-611
MGBC114056	MGBC113999	g__COE1
MGBC114057	MGBC106688	s__COE1 sp000403335
MGBC114058	MGBC111351	g__COE1
MGBC114059	MGBC129708	g__Acutalibacter
MGBC114061	MGBC108899	s__CAG-510 sp003979355
MGBC114062	MGBC104195	g__CAG-303
MGBC114064	MGBC000375	s__Acutalibacter muris
MGBC114065	MGBC107550	g__UBA3282
MGBC114069	MGBC107459	g__UBA11940
MGBC114070	MGBC128351	s__Lactobacillus johnsonii
MGBC114074	MGBC141088	s__COE1 sp002358575
MGBC114076	MGBC105224	g__CAG-95
MGBC114079	MGBC114079	f__CAG-274
MGBC114082	MGBC129722	g__Ruminiclostridium_E
MGBC114083	MGBC104191	g__Oscillibacter
MGBC114084	MGBC114095	g__UBA3700
MGBC114085	MGBC131385	s__Acetatifactor sp003612485
MGBC114088	MGBC113999	g__COE1
MGBC114089	MGBC107741	g__UMGS268
MGBC114090	MGBC111351	g__COE1
MGBC114091	MGBC106688	s__COE1 sp000403335
MGBC114095	MGBC114095	g__UBA3700
MGBC114096	MGBC107550	g__UBA3282
MGBC114098	MGBC162040	f__Oscillospiraceae
MGBC114099	MGBC113942	f__Lachnospiraceae
MGBC114103	MGBC130214	g__CAG-303
MGBC114105	MGBC129157	s__CAG-485 sp002362485
MGBC114107	MGBC114107	g__Oscillibacter
MGBC114110	MGBC146413	g__Acetatifactor
MGBC114113	MGBC114113	g__Oscillibacter
MGBC114116	MGBC000555	g__Lawsonibacter
MGBC114117	MGBC107550	g__UBA3282
MGBC114123	MGBC114603	g__CAG-95
MGBC114125	MGBC113999	g__COE1
MGBC114127	MGBC106896	g__UBA7182
MGBC114135	MGBC111253	g__UBA11940
MGBC114136	MGBC141088	s__COE1 sp002358575
MGBC114138	MGBC000503	f__Butyricicoccaceae
MGBC114141	MGBC000355	s__Akkermansia muciniphila
MGBC114143	MGBC141088	s__COE1 sp002358575
MGBC114147	MGBC159253	g__UBA9475
MGBC114149	MGBC129157	s__CAG-485 sp002362485
MGBC114150	MGBC114255	g__Paramuribaculum
MGBC114151	MGBC128948	g__UBA11940
MGBC114155	MGBC102897	f__Lachnospiraceae
